employee_id,employee_name,gender,department,job_role,salary,performance_score,performance_rating,satisfaction_score,years_at_company,last_promotion_year,promotion_eligible,attrition_risk,hire_date,manager_id,location
419,Todd Fischer,Male,Operations,Operations Analyst,44621.92,3.69,Good,1.72,14,2012,False,High,2011-09-29,1047,Denver
420,Jonathan Williams,Male,Engineering,QA Engineer,127499.17,3.93,Good,3.06,1,2023,False,Medium,2010-09-09,1017,Miami
421,John Bryant,Male,Operations,Logistics Coordinator,56256.28,1.42,Poor,1.89,9,2023,False,High,2018-09-01,1028,Denver
422,Garrett Austin,Male,IT,IT Support,88532.28,4.0,Excellent,3.29,11,2020,False,Medium,2011-02-14,1047,New York
423,Nancy Evans MD,Female,Engineering,DevOps Engineer,124318.28,2.65,Average,4.01,18,2006,False,Medium,2022-06-10,1013,Boston
424,Michael Evans,Male,Marketing,Campaign Lead,84937.8,1.46,Poor,3.42,7,2023,False,Medium,2022-03-24,1024,Miami
425,Michael Whitney,Male,IT,Cloud Architect,93308.05,4.58,Excellent,1.82,17,2012,True,High,2018-04-14,1001,New York
426,Molly Watts,Female,Engineering,DevOps Engineer,75523.67,2.9,Average,3.24,11,2021,False,Medium,2008-10-24,1016,Los Angeles
427,Tracy Patton,Female,HR,HR Generalist,72139.4,4.34,Excellent,4.29,16,2015,True,Low,2021-07-22,1044,Chicago
428,Mikayla Silva,Female,Engineering,QA Engineer,84675.38,4.42,Excellent,4.53,3,2022,True,Low,2011-04-05,1046,Los Angeles
429,Lisa Randall,Female,Marketing,SEO Specialist,66066.15,1.83,Poor,1.17,6,2020,False,High,2010-11-15,1047,Los Angeles
430,Amanda Vaughan,Female,HR,Compensation Analyst,72735.11,4.93,Excellent,2.8,13,2022,True,Medium,2010-03-25,1015,Austin
431,Emily Hernandez,Female,Finance,Controller,58641.19,2.79,Average,1.28,14,2016,False,High,2020-02-06,1004,Austin
432,Reginald Knapp,Male,Marketing,SEO Specialist,114696.63,2.52,Average,4.33,17,2014,False,Medium,2023-03-14,1028,San Francisco
433,Antonio Taylor,Male,Legal,Legal Counsel,101481.21,2.7,Average,3.19,16,2019,False,Medium,2011-11-20,1039,Miami
434,Mary Fox,Female,Engineering,DevOps Engineer,123692.6,3.48,Good,3.97,7,2019,False,Low,2013-09-11,1009,Boston
435,Thomas Peterson,Male,Marketing,Marketing Analyst,64367.33,3.42,Good,2.73,4,2020,False,Medium,2014-05-20,1037,Seattle
436,Michelle Schneider,Female,Operations,Logistics Coordinator,53414.27,2.66,Average,3.85,16,2014,False,Medium,2020-02-23,1040,Los Angeles
437,Cheryl Wright,Female,Finance,Controller,128228.67,4.47,Excellent,3.9,11,2012,True,Low,2017-11-06,1026,San Francisco
438,Valerie Evans,Female,HR,HR Manager,89309.86,3.64,Good,4.18,6,2017,False,Low,2013-04-10,1047,Chicago
439,Michele Stewart,Female,Sales,Regional Lead,69206.06,2.08,Average,1.76,14,2021,False,High,2014-04-16,1027,Austin
440,Robert Hill,Male,Operations,Logistics Coordinator,74718.14,4.26,Excellent,4.11,6,2020,True,Low,2010-06-07,1037,Austin
441,Jamie Baird,Female,Engineering,ML Engineer,87378.47,2.86,Average,2.06,3,2022,False,Medium,2022-04-10,1005,Atlanta
442,Regina Roberts,Female,Marketing,Marketing Analyst,112343.94,4.55,Excellent,2.3,7,2023,True,Medium,2013-04-01,1013,Boston
443,Hannah Ramos,Female,Marketing,SEO Specialist,105953.52,3.83,Good,4.87,20,2016,False,Low,2012-09-20,1043,Miami
444,Dale Ryan,Male,Finance,Controller,75527.2,1.16,Poor,2.64,17,2008,False,High,2024-03-22,1011,Seattle
445,Chad Gilbert,Male,Operations,Supply Chain Lead,35821.91,1.32,Poor,2.25,6,2023,False,High,2018-05-03,1014,Atlanta
446,Mckenzie Schmidt,Female,Engineering,ML Engineer,73115.04,4.35,Excellent,3.48,3,2022,True,Medium,2019-03-16,1016,Seattle
447,Jason Love,Male,Finance,Accountant,88200.46,1.28,Poor,3.55,19,2015,False,Medium,2010-01-26,1002,Miami
448,Aaron Pierce,Male,Sales,Account Executive,60598.79,3.39,Good,4.71,14,2010,False,Low,2024-02-26,1028,Seattle
449,Timothy Johns,Male,Sales,Regional Lead,129606.8,4.92,Excellent,3.6,17,2015,True,Low,2016-06-23,1020,Boston
450,Victor Morris,Male,Operations,Supply Chain Lead,91952.04,4.33,Excellent,2.45,18,2015,True,Medium,2019-05-05,1021,Seattle
451,Brandon Andrews,Male,Engineering,DevOps Engineer,125770.86,3.59,Good,2.1,19,2005,False,Medium,2017-06-16,1007,Austin
452,Timothy Gentry,Male,IT,Security Analyst,63599.09,3.32,Good,2.81,14,2022,False,Medium,2011-05-03,1050,Austin
453,Casey Gillespie,Female,Legal,Legal Counsel,103775.79,3.8,Good,4.35,20,2010,False,Low,2025-04-24,1003,Atlanta
454,Kathleen Zuniga,Female,Operations,Operations Manager,44221.46,3.29,Good,2.11,4,2020,False,Medium,2024-09-18,1011,Atlanta
455,Sherri Smith,Female,Legal,Paralegal,59159.15,1.13,Poor,2.69,17,2021,False,High,2018-01-06,1046,Denver
456,Victoria Mitchell,Female,Finance,Controller,130317.94,1.79,Poor,3.95,9,2016,False,Medium,2025-03-05,1020,Seattle
457,Kathleen Mays,Female,Engineering,Software Engineer,107200.76,4.39,Excellent,1.25,20,2011,True,High,2022-10-30,1012,New York
458,Corey Rodriguez,Male,Legal,Compliance Officer,130037.22,1.34,Poor,2.54,18,2011,False,High,2011-02-14,1044,Miami
459,Dawn Lopez,Female,Sales,Sales Analyst,44970.03,4.77,Excellent,1.3,15,2012,True,High,2020-11-18,1020,Chicago
460,Keith Todd,Male,Operations,Operations Analyst,93065.69,2.76,Average,2.11,8,2022,False,Medium,2011-05-06,1029,Atlanta
461,Stephanie Wilcox,Female,Marketing,Brand Manager,71648.98,3.7,Good,1.25,5,2019,False,High,2017-02-13,1022,Austin
462,Michael Lopez,Male,Marketing,Content Strategist,107198.57,3.83,Good,3.47,5,2023,False,Medium,2010-10-02,1010,Atlanta
463,Danielle Green,Female,Operations,Supply Chain Lead,35188.45,1.7,Poor,4.5,1,2022,False,Medium,2012-05-13,1031,Miami
464,Troy Turner,Male,IT,Network Engineer,83963.12,2.46,Average,1.76,16,2018,False,High,2020-08-25,1040,New York
465,Matthew Schwartz,Male,Marketing,Campaign Lead,119208.83,4.56,Excellent,2.49,18,2017,True,Medium,2009-06-01,1016,Los Angeles
466,Eric Sullivan,Male,HR,Compensation Analyst,81222.35,3.63,Good,1.47,16,2022,False,High,2016-11-26,1039,Austin
467,Michael Collins,Male,Engineering,QA Engineer,141190.7,4.27,Excellent,3.04,13,2018,True,Medium,2010-05-11,1026,Boston
468,Elizabeth Mendez,Female,HR,HR Generalist,84496.16,2.12,Average,1.53,3,2023,False,High,2012-02-01,1003,Boston
469,Brittany Adkins,Female,Legal,Legal Analyst,101129.12,3.24,Good,2.48,6,2022,False,Medium,2018-08-29,1032,Chicago
470,Kirsten Ruiz,Female,Sales,BDR,70373.23,3.92,Good,3.29,5,2023,False,Medium,2017-07-01,1025,Los Angeles
471,Daniel Wright,Male,Operations,Operations Manager,87444.31,2.0,Average,2.05,13,2022,False,High,2021-03-11,1042,San Francisco
472,Bradley Griffin,Male,HR,Compensation Analyst,85015.95,1.61,Poor,2.83,15,2020,False,High,2020-04-28,1017,Atlanta
473,Kristy Brown,Female,Legal,Compliance Officer,130880.24,4.78,Excellent,3.44,15,2018,True,Medium,2017-09-02,1013,Denver
474,Kenneth Hernandez,Male,Engineering,ML Engineer,130846.05,1.62,Poor,2.95,18,2021,False,High,2013-12-09,1030,Denver
475,Brian Harris,Male,Legal,Compliance Officer,86829.26,4.31,Excellent,1.68,16,2023,True,High,2018-04-10,1040,Chicago
476,Katrina Stokes,Female,IT,System Administrator,99808.07,4.09,Excellent,1.49,20,2005,True,High,2016-01-26,1009,Boston
477,Jesus Brown,Male,Engineering,ML Engineer,71997.73,2.8,Average,1.95,15,2019,False,High,2016-03-21,1033,Los Angeles
478,Nathaniel Foster,Male,Legal,Paralegal,68879.68,2.52,Average,4.21,19,2015,False,Medium,2022-03-29,1039,New York
479,Kenneth Williams,Male,Legal,Compliance Officer,109191.45,3.26,Good,4.72,6,2022,False,Low,2014-03-21,1050,Boston
480,Zachary Michael,Male,Finance,Controller,99602.53,4.1,Excellent,1.94,11,2019,True,High,2009-07-14,1049,Seattle
481,Andres Ortiz,Male,Marketing,SEO Specialist,92782.1,3.39,Good,3.61,6,2020,False,Low,2021-06-07,1002,Boston
482,William Brewer,Male,Finance,Controller,98038.08,2.4,Average,4.65,4,2020,False,Medium,2015-07-05,1013,Austin
483,Janet Kane DVM,Female,Legal,Legal Counsel,111499.69,3.49,Good,4.96,3,2021,False,Low,2014-09-30,1040,Atlanta
484,Matthew Ryan,Male,HR,HR Generalist,45339.38,4.97,Excellent,3.16,12,2018,True,Medium,2019-06-21,1024,San Francisco
485,Cassandra Medina,Female,Operations,Process Engineer,44893.09,1.96,Poor,3.84,14,2021,False,Medium,2017-05-08,1025,San Francisco
486,Daniel Smith,Male,Marketing,Content Strategist,112857.48,3.59,Good,2.09,19,2007,False,Medium,2008-09-30,1024,Seattle
487,Michael Stephens,Male,Marketing,SEO Specialist,49170.41,1.03,Poor,1.85,12,2020,False,High,2017-05-27,1047,San Francisco
488,David Reed,Male,IT,Network Engineer,136122.84,4.64,Excellent,2.26,16,2007,True,Medium,2013-01-17,1025,San Francisco
489,Molly Rodriguez,Female,Sales,Sales Manager,94341.73,4.45,Excellent,4.29,1,2023,False,Low,2022-02-14,1038,Miami
490,Pamela Stephenson,Female,Operations,Process Engineer,79032.99,3.53,Good,3.33,5,2023,False,Medium,2008-08-17,1049,Denver
491,Ashlee Johnson,Female,Sales,Sales Manager,49526.79,4.49,Excellent,3.09,3,2023,True,Medium,2018-07-10,1050,Miami
492,Anthony Yang,Male,HR,HR Generalist,44964.04,2.02,Average,4.12,13,2014,False,Medium,2015-03-14,1037,Atlanta
493,Daniel Shields,Male,Finance,Finance Manager,74233.4,4.58,Excellent,4.13,8,2017,True,Low,2009-04-27,1030,Denver
494,Donna Cabrera,Female,Finance,Controller,118593.67,3.25,Good,1.98,9,2020,False,High,2020-10-17,1031,Miami
495,Kyle Chambers,Male,Legal,Compliance Officer,59027.96,1.21,Poor,3.77,8,2019,False,Medium,2013-10-24,1047,New York
496,Charles Keller,Male,Engineering,Data Engineer,98736.7,4.29,Excellent,4.28,6,2019,True,Low,2012-02-13,1045,Atlanta
497,Amy Fry,Female,IT,System Administrator,87895.26,1.84,Poor,1.34,17,2021,False,High,2023-04-26,1014,Boston
498,Mark Simmons,Male,Operations,Operations Manager,69588.35,4.05,Excellent,4.13,3,2023,True,Low,2016-10-14,1006,Seattle
499,Dr. Megan Floyd,Female,Marketing,Marketing Analyst,76557.09,3.41,Good,4.75,20,2010,False,Low,2013-10-12,1006,San Francisco
500,Brittany Bennett,Female,HR,HR Generalist,95686.11,4.38,Excellent,1.9,12,2017,True,High,2021-03-09,1015,Chicago
501,Samuel Turner,Male,Sales,Sales Analyst,102400.16,3.59,Good,1.93,3,2023,False,High,2020-05-22,1048,Atlanta
502,Suzanne Hart,Female,Finance,Finance Manager,86743.93,2.02,Average,1.42,4,2023,False,High,2024-10-23,1006,Miami
503,Brandi Sanchez,Female,Operations,Operations Manager,39206.49,2.58,Average,1.73,16,2022,False,High,2011-10-26,1004,Miami
504,Tammy Boone,Female,Legal,Legal Analyst,111809.18,1.38,Poor,2.27,15,2018,False,High,2009-12-07,1031,Los Angeles
505,Connor Adams,Male,Finance,Accountant,130325.45,4.74,Excellent,4.67,10,2021,True,Low,2019-10-24,1016,Chicago
506,Shelly Lopez,Female,Marketing,Content Strategist,48228.93,4.12,Excellent,2.59,2,2023,False,Medium,2021-04-23,1045,Denver
507,Justin Mendoza,Male,Operations,Logistics Coordinator,49228.67,1.43,Poor,4.07,6,2018,False,Medium,2023-02-21,1018,Atlanta
508,Tina Smith,Female,Legal,Legal Counsel,79677.46,3.29,Good,2.3,3,2021,False,Medium,2024-04-16,1011,New York
509,Mrs. Yvonne Mendoza,Female,HR,Compensation Analyst,54033.82,1.84,Poor,4.43,6,2019,False,Medium,2012-06-26,1022,New York
510,Christine Herman,Female,Operations,Supply Chain Lead,62264.19,4.12,Excellent,4.99,12,2017,True,Low,2017-09-29,1014,New York
511,Jamie Ferguson,Female,Engineering,DevOps Engineer,145082.38,1.72,Poor,3.49,15,2012,False,Medium,2014-06-20,1047,Austin
512,Kayla Crawford,Female,IT,System Administrator,73619.18,1.68,Poor,2.67,10,2022,False,High,2010-01-14,1046,Miami
513,Julie Franco DVM,Female,IT,System Administrator,64453.26,1.64,Poor,2.34,10,2015,False,High,2014-08-30,1011,Seattle
514,Justin Walker,Male,Operations,Operations Manager,53276.14,2.06,Average,2.12,2,2021,False,High,2010-11-04,1042,San Francisco
515,Taylor Riley,Female,Sales,BDR,77800.37,1.04,Poor,4.43,16,2012,False,Medium,2015-06-17,1044,Miami
516,Erin James,Female,HR,Training Lead,73972.9,1.03,Poor,1.25,15,2022,False,High,2022-07-12,1008,Denver
517,Matthew Cohen,Male,IT,Security Analyst,96220.31,4.33,Excellent,4.22,17,2009,True,Low,2012-09-25,1021,Atlanta
518,Vincent May,Male,Marketing,Brand Manager,78754.4,2.35,Average,4.48,16,2020,False,Medium,2016-09-13,1010,Denver
519,Robert Jackson,Male,HR,Compensation Analyst,85545.22,3.91,Good,2.94,15,2021,False,Medium,2020-08-09,1019,Miami
520,Thomas Weaver,Male,Legal,Legal Analyst,115812.87,1.62,Poor,1.6,6,2023,False,High,2019-04-09,1036,San Francisco
521,Amanda Bradford,Female,Legal,Compliance Officer,59534.43,1.14,Poor,2.57,2,2021,False,High,2024-06-05,1043,Boston
522,Phillip Gutierrez,Male,HR,Compensation Analyst,93741.4,2.19,Average,1.92,19,2010,False,High,2022-09-07,1006,Austin
523,Michael Smith,Male,IT,System Administrator,71994.15,3.18,Good,1.42,5,2021,False,High,2016-12-16,1023,Seattle
524,Lisa Estrada,Female,Marketing,Brand Manager,65298.3,1.32,Poor,4.97,10,2019,False,Medium,2018-11-03,1004,Chicago
525,Katherine Smith,Female,Operations,Supply Chain Lead,69668.42,4.46,Excellent,2.16,2,2023,False,Medium,2017-09-27,1010,San Francisco
526,Kendra Hill,Female,HR,HR Generalist,70042.66,3.58,Good,1.09,11,2019,False,High,2024-12-23,1001,Denver
527,Robert Craig,Male,HR,Recruiter,71416.03,2.01,Average,2.88,11,2023,False,High,2022-01-24,1032,New York
528,Brian Davis,Male,HR,Training Lead,85921.8,2.01,Average,4.46,12,2013,False,Medium,2010-11-22,1026,Atlanta
529,Kelsey Ochoa,Female,Sales,BDR,116219.85,2.3,Average,3.71,17,2007,False,Medium,2012-11-26,1049,San Francisco
530,Jacqueline Sullivan,Female,Operations,Process Engineer,51555.36,4.07,Excellent,1.91,10,2020,True,High,2017-12-19,1033,Atlanta
531,Darrell Sutton PhD,Male,Operations,Logistics Coordinator,50064.81,3.6,Good,1.85,20,2022,False,High,2019-06-23,1043,Los Angeles
532,Olivia Davis,Female,Marketing,Content Strategist,89560.64,2.65,Average,1.51,9,2023,False,High,2014-10-22,1032,Los Angeles
533,Amy Smith,Female,Legal,Contract Specialist,93617.08,4.11,Excellent,3.69,4,2021,True,Low,2011-04-11,1002,Los Angeles
534,Jessica Mueller,Female,Marketing,Campaign Lead,105448.42,3.37,Good,1.66,7,2023,False,High,2017-12-24,1021,Miami
535,Anna Rice,Female,Operations,Operations Manager,71054.72,2.36,Average,4.67,12,2016,False,Medium,2009-01-31,1006,Austin
536,Sean Clay,Male,HR,Training Lead,94015.85,4.17,Excellent,3.71,4,2022,True,Low,2016-06-11,1018,Boston
537,Benjamin Frost,Male,IT,Cloud Architect,83116.14,1.87,Poor,3.65,8,2017,False,Medium,2023-08-25,1014,Denver
538,Andrew Mcfarland,Male,Operations,Process Engineer,54411.82,3.66,Good,3.23,7,2021,False,Medium,2013-09-15,1032,New York
539,Mr. Paul Marquez,Male,Operations,Process Engineer,73987.28,1.41,Poor,2.61,8,2015,False,High,2015-02-18,1031,Chicago
540,Christopher Allen,Male,HR,HR Manager,48893.05,1.37,Poor,4.26,13,2020,False,Medium,2022-07-20,1020,Chicago
541,Steven Rivera,Male,Engineering,QA Engineer,76804.51,3.2,Good,2.52,13,2014,False,Medium,2021-03-16,1027,Los Angeles
542,Virginia Ramsey,Female,IT,System Administrator,86768.07,1.39,Poor,1.71,15,2013,False,High,2016-11-15,1024,Boston
543,Mrs. Jessica Roberson,Female,Legal,Paralegal,126305.46,2.86,Average,2.28,15,2008,False,Medium,2014-02-24,1017,San Francisco
544,Troy Sanders,Male,HR,Training Lead,81679.23,2.46,Average,3.95,5,2020,False,Medium,2021-07-06,1044,Austin
545,Donald Riddle,Male,HR,HR Generalist,88245.74,2.7,Average,4.98,13,2020,False,Medium,2016-09-13,1013,Los Angeles
546,Teresa Reynolds,Female,HR,Compensation Analyst,69523.27,4.19,Excellent,1.93,8,2018,True,High,2019-12-01,1008,Miami
547,Angelica Montgomery,Female,Legal,Paralegal,93279.29,3.34,Good,3.17,20,2023,False,Medium,2021-12-05,1048,Denver
548,Bradley Moore,Male,HR,HR Manager,78266.45,4.28,Excellent,1.17,11,2014,True,High,2020-06-16,1006,Austin
549,Nancy Stewart,Female,Engineering,Data Engineer,82313.56,4.91,Excellent,3.18,20,2019,True,Medium,2010-03-04,1007,Denver
550,Eric Ward,Male,HR,HR Generalist,82025.91,4.08,Excellent,2.35,19,2009,True,Medium,2012-12-11,1046,Seattle
551,Chelsea Cole,Female,Legal,Legal Counsel,133014.4,4.33,Excellent,2.21,20,2008,True,Medium,2017-10-16,1011,New York
552,Alexander Gomez,Male,Operations,Logistics Coordinator,59736.78,4.74,Excellent,2.0,18,2015,True,Medium,2009-12-10,1047,Los Angeles
553,Erika Cruz,Female,Engineering,QA Engineer,97144.42,3.02,Good,1.65,17,2008,False,High,2013-04-28,1016,Austin
554,Bradley Santana,Male,Finance,Financial Analyst,90260.18,2.55,Average,3.64,20,2010,False,Medium,2023-10-01,1023,Los Angeles
555,Laura Jackson MD,Female,IT,System Administrator,141138.1,1.61,Poor,2.91,7,2023,False,High,2010-09-21,1050,Boston
556,Johnny Brown,Male,HR,HR Generalist,47609.44,2.57,Average,1.65,17,2009,False,High,2015-10-01,1043,Boston
557,Kari Jones,Female,HR,HR Generalist,42517.84,2.45,Average,1.39,8,2022,False,High,2012-08-21,1019,Austin
558,Lori Wheeler,Female,HR,HR Manager,80703.51,3.37,Good,1.59,16,2009,False,High,2011-09-08,1047,Austin
559,Eric Rush,Male,Engineering,Data Engineer,107593.23,3.01,Good,1.8,11,2013,False,High,2014-01-03,1044,Austin
560,Regina Rivera,Female,Marketing,Campaign Lead,59639.79,3.71,Good,2.29,13,2015,False,Medium,2014-01-19,1006,Atlanta
561,Shannon Mccann,Female,Operations,Supply Chain Lead,65977.0,3.32,Good,4.74,10,2013,False,Low,2010-09-04,1010,Seattle
562,Theresa Harris,Female,Operations,Supply Chain Lead,55510.84,4.5,Excellent,1.05,1,2022,False,High,2013-09-13,1015,San Francisco
563,Dr. Doris Neal,Female,IT,Cloud Architect,69899.01,1.51,Poor,1.76,18,2016,False,High,2016-09-15,1038,Seattle
564,Dana Bennett,Female,Engineering,ML Engineer,73869.02,4.28,Excellent,4.31,18,2008,True,Low,2022-03-29,1049,San Francisco
565,Brian Elliott,Male,Legal,Compliance Officer,121074.58,3.53,Good,4.14,16,2020,False,Low,2018-06-06,1039,Chicago
566,Michael Pierce,Male,Engineering,Software Engineer,71681.69,4.28,Excellent,4.3,5,2019,True,Low,2024-07-24,1032,Miami
567,Michael Gonzales,Male,IT,Network Engineer,66808.99,2.77,Average,1.65,19,2014,False,High,2013-04-24,1028,Chicago
568,Sabrina Flynn,Female,HR,Training Lead,97144.92,4.53,Excellent,2.08,20,2019,True,Medium,2015-04-26,1004,Chicago
569,Mark Allen,Male,Sales,Regional Lead,89796.16,3.08,Good,4.98,9,2018,False,Low,2019-07-23,1007,Denver
570,Rachel Jones,Female,Marketing,Marketing Analyst,112707.28,3.1,Good,2.8,10,2023,False,Medium,2025-03-15,1016,Atlanta
571,Jennifer Hunter,Female,Engineering,Software Engineer,144954.23,4.94,Excellent,4.19,14,2022,True,Low,2024-01-03,1041,Austin
572,Joshua Gibbs,Male,IT,IT Support,118711.74,3.92,Good,1.19,13,2020,False,High,2014-06-22,1014,San Francisco
573,Joshua Little,Male,HR,HR Generalist,43324.95,2.32,Average,4.06,9,2021,False,Medium,2009-10-21,1032,Austin
574,Mary Kelly,Female,Engineering,ML Engineer,84166.58,1.39,Poor,4.83,8,2020,False,Medium,2019-05-12,1016,Atlanta
575,Victoria Byrd,Female,IT,Cloud Architect,80138.54,1.39,Poor,1.72,15,2009,False,High,2015-02-26,1002,Miami
576,Vincent Jordan,Male,Finance,Accountant,83218.85,4.13,Excellent,2.75,15,2016,True,Medium,2008-07-16,1011,Chicago
577,Jorge Stone,Male,IT,Cloud Architect,118420.12,4.85,Excellent,3.92,9,2014,True,Low,2018-03-25,1043,Denver
578,Jill Myers,Female,IT,IT Support,88406.38,3.92,Good,2.68,1,2022,False,Medium,2021-06-28,1028,Austin
579,Jonathan Cooper,Male,Operations,Operations Analyst,92431.82,4.56,Excellent,3.61,8,2020,True,Low,2008-10-11,1013,Denver
580,Jennifer Nixon,Female,Operations,Process Engineer,75527.36,2.58,Average,1.53,12,2017,False,High,2010-05-02,1022,Seattle
581,Brenda Collins,Female,Legal,Legal Analyst,134322.62,1.83,Poor,2.42,11,2022,False,High,2016-02-07,1023,San Francisco
582,John Alvarez,Male,IT,System Administrator,115751.78,1.8,Poor,2.26,12,2012,False,High,2015-10-23,1024,Chicago
583,Francis Evans,Male,Legal,Paralegal,83386.55,4.12,Excellent,3.26,6,2019,True,Medium,2022-02-18,1009,Seattle
584,Samuel Wong,Male,Engineering,QA Engineer,128802.01,3.44,Good,2.95,20,2009,False,Medium,2019-11-15,1028,New York
585,Victoria Sanchez,Female,Engineering,Data Engineer,93054.76,1.03,Poor,2.98,6,2022,False,High,2011-04-30,1045,San Francisco
586,Kristin Mullen,Female,Sales,Regional Lead,82448.45,1.37,Poor,3.5,17,2018,False,Medium,2012-04-20,1035,New York
587,Cathy Davidson,Female,Engineering,QA Engineer,109561.69,1.49,Poor,3.35,16,2008,False,Medium,2015-09-16,1029,Chicago
588,Lucas Gonzalez,Male,Sales,Account Executive,107487.39,4.65,Excellent,3.29,19,2005,True,Medium,2018-06-05,1034,Atlanta
589,Michael Harris,Male,Marketing,Content Strategist,77699.64,3.38,Good,3.36,6,2017,False,Medium,2021-02-24,1048,Denver
590,Arthur Garcia,Male,Marketing,Content Strategist,83855.81,1.86,Poor,2.13,20,2013,False,High,2023-03-09,1031,Austin
591,Gabriel Ellis,Male,Legal,Legal Counsel,79704.18,2.17,Average,2.06,15,2010,False,High,2012-10-26,1005,Denver
592,Joseph Fowler,Male,HR,Recruiter,93154.84,4.26,Excellent,1.08,13,2019,True,High,2018-07-05,1031,Los Angeles
593,Laurie Bailey,Female,Sales,Account Executive,52386.68,1.0,Poor,4.61,10,2016,False,Medium,2022-09-25,1013,Seattle
594,Robin Mccarthy,Female,HR,HR Generalist,85600.33,2.25,Average,2.64,7,2023,False,High,2013-06-01,1039,Seattle
595,Bradley Anderson,Male,Finance,Accountant,121460.73,4.06,Excellent,3.77,18,2016,True,Low,2010-05-13,1017,San Francisco
596,Clayton Steele,Male,Finance,Accountant,103880.15,1.83,Poor,3.02,3,2021,False,Medium,2017-01-16,1011,Boston
597,Brenda Reyes,Female,Legal,Legal Analyst,73577.98,2.62,Average,2.08,15,2021,False,Medium,2011-07-09,1016,Atlanta
598,Michael Brewer,Male,HR,HR Generalist,59423.85,4.06,Excellent,1.57,19,2010,True,High,2025-05-11,1036,Denver
599,Katherine Taylor,Female,Sales,Account Executive,45618.82,2.94,Average,1.44,8,2016,False,High,2013-09-16,1028,Austin
600,Anthony Howard,Male,Marketing,Marketing Analyst,67684.97,4.43,Excellent,4.43,2,2021,False,Low,2008-07-10,1006,Atlanta
601,Robin Maynard,Female,IT,Cloud Architect,87893.61,1.22,Poor,3.68,11,2021,False,Medium,2016-12-14,1034,Chicago
602,Michael Perry,Male,Operations,Operations Manager,43238.0,4.81,Excellent,2.32,7,2021,True,Medium,2022-08-21,1008,Chicago
603,Angela Johnson,Female,Legal,Paralegal,119259.59,4.95,Excellent,3.39,8,2022,True,Medium,2021-04-19,1004,Chicago
604,Donald Medina,Male,Sales,Regional Lead,44827.13,3.87,Good,2.9,6,2023,False,Medium,2011-03-22,1044,Denver
605,Patrick Cannon,Male,Sales,BDR,100898.02,3.54,Good,2.61,5,2018,False,Medium,2017-09-15,1017,Chicago
606,Ashley Hampton,Female,Finance,Controller,115298.05,1.42,Poor,4.36,16,2023,False,Medium,2022-05-10,1024,Austin
607,Rodney Williams,Male,Marketing,Content Strategist,67972.57,2.3,Average,1.28,15,2009,False,High,2020-08-01,1036,Denver
608,Wanda Garcia,Female,IT,IT Support,113518.41,4.45,Excellent,1.53,8,2018,True,High,2022-06-21,1049,New York
609,Elizabeth Kidd,Female,Operations,Process Engineer,66653.82,1.69,Poor,1.67,7,2020,False,High,2016-01-03,1031,Los Angeles
610,Ruth Gonzales,Female,Operations,Supply Chain Lead,49998.37,1.29,Poor,3.65,20,2007,False,Medium,2025-04-04,1037,San Francisco
611,Cynthia Cochran,Female,Legal,Legal Counsel,65988.94,2.11,Average,1.18,4,2023,False,High,2018-05-10,1039,San Francisco
612,Michelle Chen,Female,Operations,Operations Analyst,94744.07,2.74,Average,4.68,16,2015,False,Medium,2011-03-08,1037,Atlanta
613,Daniel Clark,Male,Finance,Accountant,73668.97,1.0,Poor,4.66,2,2023,False,Medium,2009-05-15,1029,Boston
614,Douglas Ryan,Male,Operations,Operations Analyst,78441.75,4.72,Excellent,2.72,4,2022,True,Medium,2013-11-11,1018,New York
615,Donna Adams,Female,Marketing,Marketing Analyst,101203.43,4.67,Excellent,1.43,2,2023,False,High,2022-12-12,1050,Miami
616,Meghan Davis DVM,Female,Legal,Legal Counsel,86344.87,4.21,Excellent,2.36,5,2020,True,Medium,2021-09-19,1039,Miami
617,Willie Camacho,Male,IT,Network Engineer,133613.03,1.04,Poor,4.11,4,2021,False,Medium,2010-07-08,1007,Atlanta
618,Danielle Dawson,Female,Marketing,Content Strategist,85379.62,4.97,Excellent,4.43,11,2016,True,Low,2022-06-12,1026,Los Angeles
619,Michael Burns,Male,IT,Security Analyst,141093.59,1.49,Poor,1.07,20,2010,False,High,2018-03-06,1008,New York
620,Jennifer Hayes,Female,Engineering,Software Engineer,88685.39,1.27,Poor,1.75,3,2021,False,High,2019-02-18,1030,Boston
621,Brandon Robertson,Male,HR,Training Lead,84244.6,3.15,Good,4.36,16,2023,False,Low,2013-02-02,1038,Denver
622,Jacob Clements,Male,IT,IT Support,113967.07,1.5,Poor,1.28,3,2021,False,High,2013-12-04,1001,Austin
623,Raymond Oconnor,Male,Finance,Finance Manager,69609.5,2.91,Average,3.95,16,2018,False,Medium,2020-10-14,1040,Miami
624,Mary Howard,Female,HR,HR Generalist,90185.26,3.01,Good,1.06,7,2019,False,High,2009-06-09,1007,San Francisco
625,Claudia Jordan,Female,Finance,Audit Specialist,119135.64,2.78,Average,3.37,2,2022,False,Medium,2011-12-18,1050,New York
626,Ronald Morgan,Male,HR,HR Generalist,78732.06,1.62,Poor,3.19,6,2019,False,Medium,2018-03-09,1018,Boston
627,John Cooper,Male,Engineering,Data Engineer,86791.81,2.04,Average,4.88,1,2022,False,Medium,2019-12-18,1036,Denver
